city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
city_11,Male,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,2,1.0
city_103,Missing,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,0.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,6,Missing,Pvt Ltd,never,0.0
city_16,Missing,No relevent experience,no_enrollment,Graduate,Other,14,50-99,Pvt Ltd,>4,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Pvt Ltd,3,0.0
city_40,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,0.0
city_103,Missing,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,2,0.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,1.0
city_65,Male,Has relevent experience,Full time course,High School,STEM,8,50-99,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,19,10/49,Missing,3,1.0
city_103,Male,No relevent experience,no_enrollment,High School,STEM,2,Missing,Pvt Ltd,never,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Missing,2,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,0.0
city_40,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,4,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Public Sector,>4,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,2,1.0
city_13,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,0.0
city_103,Other,No relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,0.0
city_159,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Funded Startup,1,0.0
city_80,Male,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,Other,17,1000-4999,Pvt Ltd,2,0.0
city_100,Missing,No relevent experience,no_enrollment,Masters,Business Degree,<1,Missing,Missing,1,1.0
city_10,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,never,0.0
city_136,Male,Has relevent experience,no_enrollment,Graduate,Arts,14,Missing,Missing,2,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,<1,<10,NGO,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0.0
city_16,Male,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,never,0.0
city_160,Male,No relevent experience,Full time course,High School,STEM,2,<10,Pvt Ltd,1,0.0
city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,1.0
city_73,Male,No relevent experience,Full time course,Graduate,STEM,8,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,6,500-999,Pvt Ltd,2,1.0
city_16,Male,No relevent experience,no_enrollment,Primary School,STEM,2,Missing,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,2,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,1.0
city_102,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,Missing,Missing,1,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Missing,Missing,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,0.0
city_80,Missing,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Missing,2,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,0.0
city_143,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,0.0
city_145,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,0.0
city_31,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,10000+,Pvt Ltd,4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Public Sector,>4,1.0
city_67,Female,No relevent experience,Full time course,Phd,STEM,14,1000-4999,Public Sector,2,0.0
city_114,Missing,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,4,0.0
city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,0.0
city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,0.0
city_120,Male,No relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,4,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,never,1.0
city_28,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,0.0
city_16,Male,No relevent experience,no_enrollment,Masters,STEM,18,Missing,Missing,>4,0.0
city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,1,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Public Sector,1,0.0
city_23,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,0.0
city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Missing,Missing,>4,1.0
city_116,Male,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,never,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1,0.0
city_71,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,>4,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,2,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,1.0
city_160,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,1,0.0
city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,0.0
city_16,Missing,Has relevent experience,no_enrollment,Masters,Other,10,100-500,Pvt Ltd,1,0.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,1,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,Missing,Missing,1,0.0
city_102,Male,No relevent experience,no_enrollment,High School,STEM,13,<10,Pvt Ltd,2,0.0
city_109,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Pvt Ltd,1,0.0
city_74,Male,Has relevent experience,Part time course,Masters,STEM,4,500-999,Pvt Ltd,1,0.0
city_99,Male,Has relevent experience,no_enrollment,High School,STEM,14,1000-4999,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Missing,Missing,2,1.0
city_103,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,50-99,Pvt Ltd,3,0.0
city_27,Male,No relevent experience,no_enrollment,Graduate,STEM,8,Missing,Pvt Ltd,never,1.0
city_136,Male,No relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,2,0.0
city_115,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Public Sector,2,0.0
city_21,Female,No relevent experience,Full time course,Graduate,STEM,8,Missing,Missing,never,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,1,0.0
city_76,Missing,No relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_36,Male,Has relevent experience,no_enrollment,High School,STEM,15,50-99,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,1.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Public Sector,1,0.0
city_114,Male,No relevent experience,Full time course,High School,STEM,7,500-999,Pvt Ltd,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,>4,0.0
city_128,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,2,0.0
city_114,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,2,0.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,4,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,<10,Funded Startup,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0.0
city_138,Missing,Has relevent experience,Full time course,Masters,STEM,>20,500-999,Pvt Ltd,>4,0.0
city_83,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,10000+,Pvt Ltd,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,1,0.0
city_8,Female,No relevent experience,Full time course,Masters,STEM,4,Missing,Missing,1,0.0
city_114,Male,Has relevent experience,Full time course,Graduate,STEM,11,<10,Pvt Ltd,>4,0.0
city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Missing,Missing,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Early Stage Startup,2,0.0
city_41,Male,No relevent experience,Part time course,Graduate,Arts,4,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,1,5000-9999,Pvt Ltd,1,1.0
city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Missing,1,0.0
city_11,Missing,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,>4,0.0
city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,0.0
city_50,Female,Has relevent experience,Full time course,Graduate,STEM,10,10/49,Funded Startup,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,0.0
city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,Full time course,Masters,STEM,5,Missing,Missing,1,1.0
city_74,Missing,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,1,0.0
city_21,Missing,No relevent experience,Full time course,Masters,STEM,3,100-500,Pvt Ltd,3,0.0
city_136,Missing,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,4,0.0
city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,0.0
city_114,Male,Has relevent experience,no_enrollment,High School,STEM,16,<10,Pvt Ltd,4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,2,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,never,1.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,2,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,0.0
city_158,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,0.0
city_23,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,0.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Pvt Ltd,never,0.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,0.0
city_114,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,0.0
city_138,Male,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,1,1.0
city_16,Other,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,2,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,1.0
city_83,Male,Has relevent experience,no_enrollment,Phd,STEM,9,10/49,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,3,0.0
city_114,Female,No relevent experience,Part time course,Graduate,STEM,15,50-99,Pvt Ltd,3,0.0
city_104,Missing,Has relevent experience,no_enrollment,Graduate,Other,5,50-99,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_160,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Pvt Ltd,never,1.0
city_103,Missing,No relevent experience,Part time course,Graduate,Business Degree,6,10/49,Pvt Ltd,2,0.0
city_46,Missing,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,never,0.0
city_84,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,0.0
city_100,Male,Has relevent experience,no_enrollment,High School,STEM,19,10/49,Pvt Ltd,>4,0.0
city_103,Female,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Missing,Missing,1,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,1.0
city_99,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0.0
city_73,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Missing,Pvt Ltd,>4,0.0
city_46,Missing,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Public Sector,2,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,0.0
city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,0.0
city_158,Missing,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,2,0.0
city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,0.0
city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,0.0
city_90,Missing,Has relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,1,1.0
city_28,Male,Has relevent experience,Part time course,High School,STEM,3,5000-9999,Pvt Ltd,>4,0.0
city_16,Male,No relevent experience,Full time course,Masters,STEM,8,Missing,Missing,4,0.0
city_104,Male,Has relevent experience,Full time course,Primary School,STEM,11,Missing,Missing,1,0.0
city_57,Missing,No relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,never,0.0
city_64,Male,Has relevent experience,no_enrollment,High School,STEM,>20,10000+,Pvt Ltd,3,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,0.0
city_24,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,2,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,1.0
city_16,Male,No relevent experience,no_enrollment,Phd,STEM,>20,500-999,Public Sector,>4,0.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Early Stage Startup,1,1.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,2,0.0
city_64,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,Pvt Ltd,3,0.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,0.0
city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,0.0
city_114,Missing,No relevent experience,no_enrollment,High School,STEM,3,Missing,Missing,never,0.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,never,0.0
city_103,Missing,Has relevent experience,Part time course,Masters,STEM,>20,5000-9999,Public Sector,4,0.0
city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,1.0
city_150,Missing,No relevent experience,Full time course,High School,STEM,<1,Missing,Missing,never,0.0
city_114,Female,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,0.0
city_90,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,0.0
city_115,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,0.0
city_102,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,Missing,Missing,never,1.0
city_104,Missing,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,1.0
city_103,Female,Has relevent experience,Part time course,Masters,STEM,17,10000+,Pvt Ltd,1,0.0
city_42,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,0.0
